
[34m[1mwandb[39m[22m: [33mWARNING[39m When using several event log directories, please call `wandb.tensorboard.patch(root_logdir="...")` before `wandb.init`
Collecting experience...
Ep:  0 | Ep_r:  38.0 | Steps:  37 | Ep_Loss: 0.0000
Ep:  5 | Ep_r:  18.0 | Steps:  17 | Ep_Loss: 0.0000
Ep:  10 | Ep_r:  34.0 | Steps:  33 | Ep_Loss: 0.0000
Ep:  15 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 0.0000
Ep:  20 | Ep_r:  21.0 | Steps:  20 | Ep_Loss: 0.0000
Ep:  25 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 0.0000
Ep:  30 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 0.0000
Ep:  35 | Ep_r:  12.0 | Steps:  11 | Ep_Loss: 0.0000
Ep:  40 | Ep_r:  10.0 | Steps:  9 | Ep_Loss: 0.0000
Ep:  45 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 0.0000
Ep:  50 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 0.0000
Ep:  55 | Ep_r:  20.0 | Steps:  19 | Ep_Loss: 0.0000
Ep:  60 | Ep_r:  13.0 | Steps:  12 | Ep_Loss: 0.0000
Ep:  65 | Ep_r:  17.0 | Steps:  16 | Ep_Loss: 0.0000
Ep:  70 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 0.0000
Ep:  75 | Ep_r:  20.0 | Steps:  19 | Ep_Loss: 0.0000
Ep:  80 | Ep_r:  21.0 | Steps:  20 | Ep_Loss: 0.0000
Ep:  85 | Ep_r:  43.0 | Steps:  42 | Ep_Loss: 0.0000
Ep:  90 | Ep_r:  37.0 | Steps:  36 | Ep_Loss: 0.0000
Ep:  95 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 0.2233
Ep:  100 | Ep_r:  15.0 | Steps:  14 | Ep_Loss: 0.3096
Ep:  105 | Ep_r:  79.0 | Steps:  78 | Ep_Loss: 1.0804
Ep:  110 | Ep_r:  20.0 | Steps:  19 | Ep_Loss: 0.2750
Ep:  115 | Ep_r:  21.0 | Steps:  20 | Ep_Loss: 0.2999
Ep:  120 | Ep_r:  17.0 | Steps:  16 | Ep_Loss: 0.2408
Ep:  125 | Ep_r:  64.0 | Steps:  63 | Ep_Loss: 0.8052
Ep:  130 | Ep_r:  11.0 | Steps:  10 | Ep_Loss: 0.1346
Ep:  135 | Ep_r:  18.0 | Steps:  17 | Ep_Loss: 0.1834
Ep:  140 | Ep_r:  9.0 | Steps:  8 | Ep_Loss: 0.1084
Ep:  145 | Ep_r:  14.0 | Steps:  13 | Ep_Loss: 0.1620
Ep:  150 | Ep_r:  16.0 | Steps:  15 | Ep_Loss: 0.1646
